data,utterance
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 2.0 | inform,name=battery_level,description=Battery level, values = 0.0{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""2.0""], ""slot"": ""altitude"", ""values"": [""2.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""battery_level"", ""values"": [""0.0""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has an empty battery. It's flying at an altitude of 2m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 3.0 | inform,name=battery_level,description=Battery level, values = 20.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = False{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""3.0""], ""slot"": ""altitude"", ""values"": [""3.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""20.0""], ""slot"": ""battery_level"", ""values"": [""20.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""normal_frame"", ""values"": [""False""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 3m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 3 | inform,name=altitude,description=Flying altitude, values = 2.0 | inform,name=battery_level,description=Battery level, values = 30.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=temperature,description=Flying temperature, values = 6.0 | inform,name=battery_level,description=Battery level, values = 30.0 | inform,name=object_name,description=Name of the object, values = tree 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""3""], ""slot"": ""object_distance"", ""values"": [""3""]}, {""act"": ""INFORM"", ""canonical_values"": [""2.0""], ""slot"": ""altitude"", ""values"": [""2.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""30.0""], ""slot"": ""battery_level"", ""values"": [""30.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""6.0""], ""slot"": ""temperature"", ""values"": [""6.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""30.0""], ""slot"": ""battery_level"", ""values"": [""30.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 1""], ""slot"": ""object_name"", ""values"": [""tree 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 2m in a low-temperature setting.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 3m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=indoor,description=Indoor or not,examples =1.0,0.0, values = True | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = False | inform,name=object_name,description=Name of the object, values = purple cup ride{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""True""], ""slot"": ""indoor"", ""values"": [""True""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""normal_frame"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""purple cup ride""], ""slot"": ""object_name"", ""values"": [""purple cup ride""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and is flying indoors.     Risk of physical damage! There's a purple cup ride in the drone's flight path at a distance of 2m. There's also a pot statue in the drone's flight path at a distance of 3m. 
"SYSTEM | service_name=Drone_1,description={schema['description']}{""frames"": [{""actions"": [], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of physical damage! There's a tree in the drone's flight path at a distance of 5m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 0.5 | inform,name=battery_level,description=Battery level, values = 30.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = False | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=pilot_experienced,description=Pilot is experienced or not, values = False | inform,name=object_distance,description=Distance of object, values = 2{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.5""], ""slot"": ""altitude"", ""values"": [""0.5""]}, {""act"": ""INFORM"", ""canonical_values"": [""30.0""], ""slot"": ""battery_level"", ""values"": [""30.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""normal_frame"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""pilot_experienced"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of .5m.     Risk of physical damage! There's are 2 ships only 2m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=altitude,description=Flying altitude, values = 10.0 | inform,name=battery_level,description=Battery level, values = 0.0 | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 3 | inform,name=object_name,description=Name of the object, values = building 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""10.0""], ""slot"": ""altitude"", ""values"": [""10.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""battery_level"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""3""], ""slot"": ""object_distance"", ""values"": [""3""]}, {""act"": ""INFORM"", ""canonical_values"": [""building 1""], ""slot"": ""object_name"", ""values"": [""building 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has an empty battery. It's flying at an altitude of 10m.     Risk of physical damage! There's a lamp in the drone's flight path at a distance of 5m. There's also a tree in the drone's flight path at a distance of 4m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_distance,description=Distance of object, values = 1 | inform,name=object_name,description=Name of the object, values = bridge{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""1""], ""slot"": ""object_distance"", ""values"": [""1""]}, {""act"": ""INFORM"", ""canonical_values"": [""bridge""], ""slot"": ""object_name"", ""values"": [""bridge""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of physical damage! There's a bridge only 1m away. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = informative | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 5 | inform,name=object_name,description=Name of the object, values = building{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""informative""], ""slot"": ""risk_of_physical_damage"", ""values"": [""informative""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""5""], ""slot"": ""object_distance"", ""values"": [""5""]}, {""act"": ""INFORM"", ""canonical_values"": [""building""], ""slot"": ""object_name"", ""values"": [""building""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}", Risk of physical damage! There's a building in the drone's flight path at a distance of 5m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = warning | inform,name=object_inpath,description=Object is in path or not,examples =true,false, values = true | inform,name=object_distance,description=Distance of object, values = 8 | inform,name=altitude,description=Flying altitude, values = 2.0 | inform,name=battery_level,description=Battery level, values = 30.0 | inform,name=normal_frame,description=Normal frame or not,examples =1.0,0.0, values = 0.0 | inform,name=object_name,description=Name of the object, values = tree 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""warning""], ""slot"": ""risk_of_physical_damage"", ""values"": [""warning""]}, {""act"": ""INFORM"", ""canonical_values"": [""true""], ""slot"": ""object_inpath"", ""values"": [""true""]}, {""act"": ""INFORM"", ""canonical_values"": [""8""], ""slot"": ""object_distance"", ""values"": [""8""]}, {""act"": ""INFORM"", ""canonical_values"": [""2.0""], ""slot"": ""altitude"", ""values"": [""2.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""30.0""], ""slot"": ""battery_level"", ""values"": [""30.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""0.0""], ""slot"": ""normal_frame"", ""values"": [""0.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""tree 1""], ""slot"": ""object_name"", ""values"": [""tree 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has a damaged frame and low battery. It's flying at an altitude of 2m.     Risk of physical damage! There's a tree in the drone's flight path at a distance of 8m. 
"SYSTEM | service_name=Drone_1,description={schema['description']} | inform,name=risk_of_physical_damage,description=risk of physical damage or not, values = advisory | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=pilot_experienced,description=Pilot is experienced or not, values = False | inform,name=object_distance,description=Distance of object, values = 2 | inform,name=altitude,description=Flying altitude, values = 40.0 | inform,name=battery_level,description=Battery level, values = 40.0 | inform,name=temperature,description=Flying temperature, values = 6.0 | inform,name=battery_level,description=Battery level, values = 40.0 | inform,name=object_name,description=Name of the object, values = tall building 1{""frames"": [{""actions"": [{""act"": ""INFORM"", ""canonical_values"": [""advisory""], ""slot"": ""risk_of_physical_damage"", ""values"": [""advisory""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""False""], ""slot"": ""pilot_experienced"", ""values"": [""False""]}, {""act"": ""INFORM"", ""canonical_values"": [""2""], ""slot"": ""object_distance"", ""values"": [""2""]}, {""act"": ""INFORM"", ""canonical_values"": [""40.0""], ""slot"": ""altitude"", ""values"": [""40.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""40.0""], ""slot"": ""battery_level"", ""values"": [""40.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""6.0""], ""slot"": ""temperature"", ""values"": [""6.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""40.0""], ""slot"": ""battery_level"", ""values"": [""40.0""]}, {""act"": ""INFORM"", ""canonical_values"": [""tall building 1""], ""slot"": ""object_name"", ""values"": [""tall building 1""]}], ""service"": ""Drone_1"", ""slots"": []}], ""speaker"": ""SYSTEM""}",Risk of physical damage! The drone has low battery. It's flying at an altitude of 40m in a low-temperature setting.     Risk of physical damage! There are 2 buildings only 2m away. 
